url;text;is_birthday
https://twitter.com/_weirdmood/status/1245852866314506245;Hoje é meu aniversário e eu chorei umas 15 vezes já;1
https://twitter.com/MauricioSanzi/status/1245852158953734144;Hoje é dia de agradecer ao @SPFCBASQUETEBOL pela lembrança do meu aniversário. Pena que estamos longe das quadras.… https://t.co/9ArwwCmAeZ;1
https://twitter.com/weiserxx/status/1245851675673452545;@vivsfreitas_ hoje é teu aniversário???? meu deuss PARABENSS;1
https://twitter.com/anyxsummer/status/1245849805357801472;@anygabrielly @nahcardoso @erickmafra any meu aniversário é hoje você pode me dar parabéns??;1
https://twitter.com/obrunovitor/status/1245848553202823168;@ballandcat sim, hoje é meu aniversário em mês errado;1
https://twitter.com/nunesthama/status/1245846921652195328;@pjmvegan Feliz aniversário meu bem! Muita luz, benções e felicidades 🥰 saiba que hoje é um dia mais que especial n… https://t.co/KPdMX7pJZf;1
https://twitter.com/aprigio_vitoria/status/1245845558453047296;@anygabrielly @nahcardoso @erickmafra @anygabrielly hoje e meu aniversário me dar parabéns por favor 🙏🏼💖💖;1
https://twitter.com/moonsuckss/status/1245844215445274625;@jhopixx @emobixona mas hoje é meu aniversário;1
https://twitter.com/sabioshlin/status/1245843784786739201;@NowUnitedMusic any, hoje é meu aniversário 🥺;1
https://twitter.com/sabioshlin/status/1245842328062959616;@anygabrielly @sofioliveiraa anyyy, hoje é meu aniversário 🥺;1
https://twitter.com/1ronic_life/status/1245841587697070083;Eae menor ficando mais velho hoje em! Aee sim... Meu Rei tá ligado muitos anos de parceria e amizade, saiba que sem… https://t.co/pRIFApQtKl;1
https://twitter.com/luizhen22654852/status/1245840085351882752;@arrobalarasilva @dougoliverx ei fada, hoje é meu aniversário, um dos meus sonhos era q vc falasse cmg💖💖😭;1
https://twitter.com/caxchemar/status/1245838116306522115;hoje é meu aniversário estou emotiva e feliz sla to doida;1
https://twitter.com/garotacremosy/status/1245853640893452288;RT @Joottacrf: Hoje é o meu aniversário e quero agradecer a Deus. Pois sinto o coração cheio de gratidão, pela minha vida, pela minha famíl…;0
https://twitter.com/sofiaconstance/status/1245853550510370817;Hoje é o aniversário do meu tio que faleceu. Ninguém tocou no assunto por aqui. Acho muito difícil minha avó ter es… https://t.co/d1fIdUKzML;0
https://twitter.com/esterbraz_/status/1245853453449957381;Hoje é aniversário do meu pai e ele tentou me arrancar do armário sem querer. Não sei se essa informação é um prese… https://t.co/gyM5lS7vUi;0
https://twitter.com/rndoilhao05/status/1245853158426808322;RT @Joottacrf: Hoje é o meu aniversário e quero agradecer a Deus. Pois sinto o coração cheio de gratidão, pela minha vida, pela minha famíl…;0
https://twitter.com/siqueira_lucasv/status/1245853105452920832;RT @naosalvo: A quarentena tinha tudo pra estragar meu aniversário maaaasssss imprimir um banner de 1.60m do Babu de pijama e um de 1,20m d…;0
https://twitter.com/Joottacrf/status/1245852540786184192;RT @Joottacrf: Hoje é o meu aniversário e quero agradecer a Deus. Pois sinto o coração cheio de gratidão, pela minha vida, pela minha famíl…;0
https://twitter.com/brennoreis44/status/1245852427841974272;tava crente crente que hoje era sexta, tinha até postado bglh que era amanhã meu aniversário kkkkkk mas hoje é quinta ainda, marolei legal;0
https://twitter.com/naosoubonito/status/1245852170773282819;RT @naosalvo: A quarentena tinha tudo pra estragar meu aniversário maaaasssss imprimir um banner de 1.60m do Babu de pijama e um de 1,20m d…;0
https://twitter.com/PridezR6/status/1245851908184686593;RT @naosalvo: A quarentena tinha tudo pra estragar meu aniversário maaaasssss imprimir um banner de 1.60m do Babu de pijama e um de 1,20m d…;0
https://twitter.com/algum_cara/status/1245851881907380226;RT @naosalvo: A quarentena tinha tudo pra estragar meu aniversário maaaasssss imprimir um banner de 1.60m do Babu de pijama e um de 1,20m d…;0
https://twitter.com/exterzinhaaa/status/1245851856384868352;Hoje é niver do meu cunhado, há de chegar o dia em que darei de presente de aniversário só ações pra ele;0
https://twitter.com/lolitt21/status/1245851134146863105;Hoje é aniversário do homem da minha vida ! Meu Lorenzinho 💕;0
https://twitter.com/lucasgagui/status/1245850807888560128;hoje é aniversário do meu pai é amanhã vamos fazer um churrasco aqui só com o pessoal de casa e finalmente eu vou e… https://t.co/457OAk41fS;0
https://twitter.com/GrapheneBoi/status/1245850794190090240;RT @naosalvo: A quarentena tinha tudo pra estragar meu aniversário maaaasssss imprimir um banner de 1.60m do Babu de pijama e um de 1,20m d…;0
https://twitter.com/btchfcks1999/status/1245850521254137857;RT @mingiarts: eu: hoje eu durmo cedo seonghwa: calma que é meu aniversário;0
